#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord,,,,,,,,,,,,,,,,,,,,,,,,,,
Message,Id,Version,Qualifiers,Level,Task,Opcode,Keywords,RecordId,ProviderName,ProviderId,LogName,ProcessId,ThreadId,MachineName,UserId,TimeCreated,ActivityId,RelatedActivityId,ContainerLog,MatchedQueryIds,Bookmark,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,KeywordsDisplayNames,Properties
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2375,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,D,50) DS_Token_DB: The database engine attached a database (1, C:\Windows\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat). (Time=0 seconds) 
 
Saved Cache: 1 0 
Additional Data: lgposAttach = 00000003:0008:0268,
dbv = 1568.20.0 
 
Internal Timing Sequence: 
[1] 0.000002 +J(0)
[2] 0.001884 +J(0) +M(C:0K, Fs:17, WS:4K # 4K, PF:4K # 0K, P:4K)
[3] 0.010199 -0.002098 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:8, WS:28K # 0K, PF:24K # 0K, P:24K)
[4] 0.000872 +J(0)
[5] -
[6] -
[7] -
[8] 0.002780 -0.002061 (2) CM -0.001938 (2) WT +J(CM:2, PgRf:2, Rd:4/2, Dy:0/0, Lg:0/0) +M(C:8K, Fs:8, WS:32K # 0K, PF:8K # 0K, P:8K)
[9] 0.001458 -0.001280 (3) CM -0.000988 (2) WT +J(CM:3, PgRf:23, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:24, WS:88K # 84K, PF:196K # 172K, P:196K)
[10] 0.001431 -0.001350 (2) CM -0.001203 (2) WT +J(CM:2, PgRf:40, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:20K # 20K, PF:116K # 108K, P:116K)
[11] 0.000119 -0.000098 (1) CM +J(CM:1, PgRf:1, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:3, WS:12K # 12K, PF:0K # 0K, P:0K)
[12] 0.000198 -0.000151 (1) CM +J(CM:1, PgRf:42, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)
[13] 0.000001 +J(0)
[14] 0.0 +J(0)
[15] 0.001334 -0.001320 (1) CM -0.001253 (1) WT +J(CM:1, PgRf:1, Rd:0/1, Dy:0/0, Lg:0/0).",326,,0,4,1,,3.60E+16,2374,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,D,50) DS_Token_DB: The log format feature version 8940 (0x22ec - 8.6.20) could not be used due to the current log format 8.5.16, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).",641,,0,4,1,,3.60E+16,2373,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,D,50) DS_Token_DB: The database [C:\Windows\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9100 (0x238c).",330,,0,4,1,,3.60E+16,2372,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,D,0) DS_Token_DB: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:0003:0000 - 00000003:0005:002B - 00000003:0006:0000 - 00000003:0006:0000 (00000000:0000:0000)
cReInits = 1
 
 
Internal Timing Sequence: 
[1] 0.001123 +J(0) +M(C:0K, Fs:205, WS:808K # 808K, PF:3304K # 3304K, P:3304K)
[2] 0.000183 +J(0) +M(C:8K, Fs:100, WS:392K # 392K, PF:316K # 316K, P:316K)
[3] 0.000011 +J(0) +M(C:0K, Fs:4, WS:12K # 12K, PF:68K # 68K, P:68K)
[4] 0.000070 +J(0) +M(C:0K, Fs:22, WS:88K # 88K, PF:160K # 160K, P:160K)
[5] 0.000707 +J(0) +M(C:0K, Fs:4, WS:16K # 16K, PF:16K # 16K, P:16K)
[6] 0.009580 +J(0) +M(C:0K, Fs:22, WS:88K # 88K, PF:16K # 16K, P:16K)
[7] 0.002870 -0.000692 (2) WT +J(0) +M(C:0K, Fs:38, WS:152K # 152K, PF:64K # 64K, P:64K)
[8] 0.029108 -0.005643 (8) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:20280/12) +M(C:0K, Fs:125, WS:348K # 352K, PF:252K # 256K, P:252K)
[9] 0.000413 +J(0) +M(C:0K, Fs:9, WS:36K # 32K, PF:0K # 0K, P:0K)
[10] 0.001972 -0.000511 (1) WT +J(0) +M(C:0K, Fs:0, WS:-60K # 0K, PF:-60K # 0K, P:-60K)
[11] 0.000016 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[12] 0.001642 -0.000703 (1) WT +J(0) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[13] 0.038070 -0.000229 (2) CM -0.010074 (21) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:61, WS:120K # 140K, PF:228K # 232K, P:228K)
[14] 0.000019 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:4K # 0K, P:4K)
[15] 0.000008 +J(0)
[16] 0.000725 -0.000097 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",105,,0,4,1,,3.60E+16,2371,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,U,98) DS_Token_DB: The database engine has successfully completed recovery steps.",302,,0,4,3,,3.60E+16,2370,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,Logging/Recovery,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,R,98) DS_Token_DB: The database engine has finished replaying logfile C:\Windows\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSS.log. 
 
Processing Stats: 
[1] 0.014311 -0.003569 (5) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:20280/12) +M(C:0K, Fs:73, WS:216K # 160K, PF:168K # 104K, P:168K). 
Log record of type 'FWriteLog' was seen most frequently (2 times)",301,,0,4,3,,3.60E+16,2369,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,Logging/Recovery,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,R,98) DS_Token_DB: The database [C:\Windows\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9100 (0x238c).",330,,0,4,1,,3.60E+16,2368,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,R,98) DS_Token_DB: The database engine is initiating recovery steps.",300,,0,4,3,,3.60E+16,2367,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,Logging/Recovery,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"svchost (7636,P,98) DS_Token_DB: The database engine (10.00.18362.0000) is starting a new instance (0).",102,,0,4,1,,3.60E+16,2366,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/14/21 11:41,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-21T19:39:44Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2365,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/14/21 11:39,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Ending session 0 started ?2021?-?02?-?14T19:38:43.748585200Z.,10001,0,,4,0,0,-9.22E+18,2364,Microsoft-Windows-RestartManager,0888e5ef-9b98-4695-979d-e92ce4247224,Application,2416,3484,DESKTOP-8OGP4P6,S-1-5-18,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Starting session 0 - ?2021?-?02?-?14T19:38:43.748585200Z.,10000,0,,4,0,0,-9.22E+18,2363,Microsoft-Windows-RestartManager,0888e5ef-9b98-4695-979d-e92ce4247224,Application,2416,4560,DESKTOP-8OGP4P6,S-1-5-18,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Ending a Windows Installer transaction: {60EC980A-BDA2-4CB6-A427-B07A5498B4CA}. Client Process Id: 3348.,1042,,0,4,0,,3.60E+16,2362,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Windows Installer removed the product. Product Name: Google Update Helper. Product Version: 1.3.35.421. Product Language: 1033. Manufacturer: Google LLC. Removal success or error status: 0.,1034,,0,4,0,,3.60E+16,2361,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Product: Google Update Helper -- Removal completed successfully.,11724,,0,4,0,,3.60E+16,2360,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Beginning a Windows Installer transaction: {60EC980A-BDA2-4CB6-A427-B07A5498B4CA}. Client Process Id: 3348.,1040,,0,4,0,,3.60E+16,2359,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto update of third-party root list with effective date: ?Thursday, ?January ?14, ?2021 4:42:37 PM.",4111,0,0,4,0,0,-9.19E+18,2358,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=AddTrust External CA Root, OU=AddTrust External TTP Network, O=AddTrust AB, C=SE> Sha1 thumbprint: <02FAF3E291435468607857694DF5E45B68851868>.",4109,0,0,4,0,0,-9.19E+18,2357,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=DigiCert Assured ID Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43>.",4109,0,0,4,0,0,-9.19E+18,2356,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=Certum Trusted Network CA, OU=Certum Certification Authority, O=Unizeto Technologies S.A., C=PL> Sha1 thumbprint: <07E032E020B72C3F192F0628A2593A19A70F069E>.",4109,0,0,4,0,0,-9.19E+18,2355,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <OU=Go Daddy Class 2 Certification Authority, O=""The Go Daddy Group, Inc."", C=US> Sha1 thumbprint: <2796BAE63F1801E277261BA0D77770028F20EEE4>.",4109,0,0,4,0,0,-9.19E+18,2354,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=USERTrust RSA Certification Authority, O=The USERTRUST Network, L=Jersey City, S=New Jersey, C=US> Sha1 thumbprint: <2B8F1B57330DBBA2D07A6C51F70EE90DDAB9AD8E>.",4109,0,0,4,0,0,-9.19E+18,2353,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=Go Daddy Root Certificate Authority - G2, O=""GoDaddy.com, Inc."", L=Scottsdale, S=Arizona, C=US> Sha1 thumbprint: <47BEABC922EAE80E78783462A79F45C254FDE68B>.",4109,0,0,4,0,0,-9.19E+18,2352,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=VeriSign Class 3 Public Primary Certification Authority - G5, OU=""(c) 2006 VeriSign, Inc. - For authorized use only"", OU=VeriSign Trust Network, O=""VeriSign, Inc."", C=US> Sha1 thumbprint: <4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5>.",4109,0,0,4,0,0,-9.19E+18,2351,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=Hotspot 2.0 Trust Root CA - 03, O=WFA Hotspot 2.0, C=US> Sha1 thumbprint: <51501FBFCE69189D609CFAF140C576755DCC1FDF>.",4109,0,0,4,0,0,-9.19E+18,2350,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=DigiCert High Assurance EV Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25>.",4109,0,0,4,0,0,-9.19E+18,2349,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US> Sha1 thumbprint: <742C3192E607E424EB4549542BE1BBC53E6174E2>.",4109,0,0,4,0,0,-9.19E+18,2348,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R2> Sha1 thumbprint: <75E0ABB6138512271C04F85FDDDE38E4B7242EFE>.",4109,0,0,4,0,0,-9.19E+18,2347,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=SecureTrust CA, O=SecureTrust Corporation, C=US> Sha1 thumbprint: <8782C6C304353BCFD29692D2593E7D44D934FF11>.",4109,0,0,4,0,0,-9.19E+18,2346,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=thawte Primary Root CA, OU=""(c) 2006 thawte, Inc. - For authorized use only"", OU=Certification Services Division, O=""thawte, Inc."", C=US> Sha1 thumbprint: <91C6D6EE3E8AC86384E548C299295C756C817B81>.",4109,0,0,4,0,0,-9.19E+18,2345,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US> Sha1 thumbprint: <A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436>.",4109,0,0,4,0,0,-9.19E+18,2344,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <OU=Starfield Class 2 Certification Authority, O=""Starfield Technologies, Inc."", C=US> Sha1 thumbprint: <AD7E1C28B064EF8F6003402014C3D0E3370EB58A>.",4109,0,0,4,0,0,-9.19E+18,2343,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=COMODO RSA Certification Authority, O=COMODO CA Limited, L=Salford, S=Greater Manchester, C=GB> Sha1 thumbprint: <AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4>.",4109,0,0,4,0,0,-9.19E+18,2342,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE> Sha1 thumbprint: <B1BC968BD4F49D622AA89A81F2150152A41D829C>.",4109,0,0,4,0,0,-9.19E+18,2341,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=Baltimore CyberTrust Root, OU=CyberTrust, O=Baltimore, C=IE> Sha1 thumbprint: <D4DE20D05E66FC53FE1A50882C78DB2852CAE474>.",4109,0,0,4,0,0,-9.19E+18,2340,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Successful auto property update of third-party root certificate:: Subject: <CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3> Sha1 thumbprint: <D69B561148F01C77C54578C10926DF5B856976AD>.",4109,0,0,4,0,0,-9.19E+18,2339,Microsoft-Windows-CAPI2,5bbca4a8-b209-48dc-a8c7-b23d3e5216fb,Application,3420,6876,DESKTOP-8OGP4P6,,2/14/21 11:38,,,c:\users\mcguertyj\application_events.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
